broad_field,major_field,field,year,n_phds
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Atmospheric science and meteorology, other",2010,24.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,2010,463.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geochemistry,2010,74.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geology,2010,128.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Geomorphology, glacial geology",2010,28.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geophysics and seismology,2010,94.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Mineralogy and petrology,2010,13.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Paleontology,2010,31.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Stratigraphy and sedimentation,2010,18.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Geological and earth sciences, general",2010,36.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Geological and earth sciences, other",2010,41.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,2010,229.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Hydrology and water resources,2010,47.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Marine biology and biological oceanography,2010,165.90491591203104
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Marine sciences,2010,79.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Oceanography, chemical and physical",2010,87.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Ocean and marine sciences, other",2010,16.0
Life sciences,Physics and astronomy,Astronomy and astrophysics,2010,266.0
Life sciences,Physics and astronomy,Astronomy,2010,102.0
Life sciences,Physics and astronomy,Astrophysics,2010,155.0
Life sciences,Physics and astronomy,"Astronomy and astrophysics, other",2010,9.0
Life sciences,Physics and astronomy,Physics,2010,1563.0
Life sciences,Physics and astronomy,Acoustics,2010,15.0
Life sciences,Physics and astronomy,Applied physics,2010,143.0
Life sciences,Physics and astronomy,"Atomic, molecular, chemical physics",2010,105.0
Life sciences,Physics and astronomy,Biophysics (physics),2010,123.0
Life sciences,Physics and astronomy,"Condensed matter, low-temperature physics",2010,379.0
Life sciences,Physics and astronomy,Elementary particle physics,2010,196.0
Life sciences,Physics and astronomy,Nuclear physics,2010,86.0
Life sciences,Physics and astronomy,"Optics, photonics",2010,145.0
Life sciences,Physics and astronomy,"Plasma, high-temperature physics",2010,50.0
Life sciences,Physics and astronomy,Polymer physics,2010,18.0
Life sciences,Physics and astronomy,"Physics, general",2010,213.0
Life sciences,Physics and astronomy,"Physics, other",2010,90.0
Mathematics and computer sciences,Computer and information sciences,Computer science,2010,1356.0
Mathematics and computer sciences,Computer and information sciences,"Information science, systems",2010,158.0
Mathematics and computer sciences,Computer and information sciences,"Computer and information sciences, general",2010,165.90491591203104
Mathematics and computer sciences,Computer and information sciences,"Computer and information sciences, other",2010,119.0
Mathematics and computer sciences,Mathematics and statistics,Algebra,2010,150.0
Mathematics and computer sciences,Mathematics and statistics,Analysis and functional analysis,2010,143.0
Mathematics and computer sciences,Mathematics and statistics,Applied mathematics,2010,401.0
Mathematics and computer sciences,Mathematics and statistics,Computing theory and practice,2010,16.0
Mathematics and computer sciences,Mathematics and statistics,"Geometry, geometric analysis",2010,104.0
Mathematics and computer sciences,Mathematics and statistics,Logic,2010,22.0
Mathematics and computer sciences,Mathematics and statistics,Number theory,2010,71.0
Mathematics and computer sciences,Mathematics and statistics,Operations research (mathematics),2010,27.0
Mathematics and computer sciences,Mathematics and statistics,Statistics (mathematics),2010,327.0
Mathematics and computer sciences,Mathematics and statistics,Topology and foundations,2010,84.0
Mathematics and computer sciences,Mathematics and statistics,"Mathematics and statistics, general",2010,163.0
Mathematics and computer sciences,Mathematics and statistics,"Mathematics and statistics, other",2010,82.0
Psychology and social sciences,Psychology,Behavioral analysis,2010,165.90491591203104
Psychology and social sciences,Psychology,Clinical psychology,2010,1151.0
Psychology and social sciences,Psychology,Cognitive neuroscience,2010,165.90491591203104
Psychology and social sciences,Psychology,Cognitive psychology and psycholinguistics,2010,220.0
Psychology and social sciences,Psychology,Community psychology,2010,165.90491591203104
Psychology and social sciences,Psychology,Comparative psychology,2010,165.90491591203104
Psychology and social sciences,Psychology,Counseling,2010,408.0
Psychology and social sciences,Psychology,Developmental and child psychology,2010,191.0
Psychology and social sciences,Psychology,Educational psychology (psychology),2010,70.0
Psychology and social sciences,Psychology,Experimental psychology,2010,142.0
Psychology and social sciences,Psychology,Family psychology,2010,45.0
Psychology and social sciences,Psychology,"Health, medical psychology",2010,165.90491591203104
Psychology and social sciences,Psychology,Human development and family studies,2010,145.0
Psychology and social sciences,Psychology,Industrial and organizational psychology,2010,207.0
Psychology and social sciences,Psychology,"Marriage and family therapy, counseling",2010,165.90491591203104
Psychology and social sciences,Psychology,"Neuropsychology, physiological psychologyi",2010,82.0
Psychology and social sciences,Psychology,Personality psychology,2010,22.0
Psychology and social sciences,Psychology,Psychometrics and quantitative psychology,2010,36.0
Psychology and social sciences,Psychology,School psychology (psychology),2010,107.0
Psychology and social sciences,Psychology,Social psychology,2010,210.0
Psychology and social sciences,Psychology,"Psychology, general",2010,185.0
Psychology and social sciences,Psychology,"Psychology, other",2010,200.0
Psychology and social sciences,Psychology,Social sciences,2010,4462.0
Psychology and social sciences,Anthropology,"Anthropology, cultural",2010,165.90491591203104
Psychology and social sciences,Anthropology,"Anthropology, generalj",2010,507.0
Psychology and social sciences,Anthropology,"Anthropology, physical and biological",2010,165.90491591203104
Psychology and social sciences,Economics,Econometrics,2010,34.0
Psychology and social sciences,Economics,Natural resources and environmental economics (social sciences),2010,165.90491591203104
Psychology and social sciences,Economics,Other economics,2010,1039.0
Psychology and social sciences,Other social sciences,"American, U.S. studies",2010,115.0
Psychology and social sciences,Other social sciences,Applied linguistics,2010,165.90491591203104
Psychology and social sciences,Other social sciences,"Area, ethnic, cultural studiesk",2010,111.0
Psychology and social sciences,Other social sciences,Criminal justice and corrections,2010,74.0
Psychology and social sciences,Other social sciences,Criminology,2010,52.0
Psychology and social sciences,Other social sciences,Demography and population studies,2010,13.0
Psychology and social sciences,Other social sciences,Gender and women's studies,2010,165.90491591203104
Psychology and social sciences,Other social sciences,Geography,2010,225.0
Psychology and social sciences,Other social sciences,Gerontology (social sciences),2010,18.0
Psychology and social sciences,Other social sciences,Health policy analysis,2010,165.90491591203104
Psychology and social sciences,Other social sciences,"International relations, international affairs",2010,107.0
Psychology and social sciences,Other social sciences,Linguistics,2010,240.0
Psychology and social sciences,Other social sciences,Public policy analysis,2010,244.0
Psychology and social sciences,Other social sciences,Statistics (social sciences),2010,21.0
Psychology and social sciences,Other social sciences,"Urban, city, community and regional planning",2010,106.0
Psychology and social sciences,Other social sciences,"Urban studies, affairs",2010,34.0
Psychology and social sciences,Other social sciences,"Social sciences, general",2010,48.0
Psychology and social sciences,Other social sciences,"Social sciences, other",2010,107.0
Engineering,Other engineering,Agricultural engineering,2010,58.0
Engineering,Other engineering,Ceramic sciences engineering,2010,11.0
Engineering,Other engineering,Communications engineering,2010,15.0
Engineering,Other engineering,Computer engineering,2010,374.0
Engineering,Other engineering,"Engineering management, administration",2010,38.0
Engineering,Other engineering,Engineering mechanics,2010,46.0
Engineering,Other engineering,Engineering physics,2010,31.0
Engineering,Other engineering,Engineering science,2010,52.0
Engineering,Other engineering,"Environmental, environmental health engineeringl",2010,112.0
Engineering,Other engineering,Geotechnical and geoenvironmental engineering,2010,165.90491591203104
Engineering,Other engineering,Metallurgical engineering,2010,11.0
Engineering,Other engineering,Mining and mineral engineering,2010,7.0
Engineering,Other engineering,Nuclear engineering,2010,91.0
Engineering,Other engineering,Ocean engineering,2010,23.0
Engineering,Other engineering,Operations research (engineering),2010,85.0
Engineering,Other engineering,Petroleum engineering,2010,51.0
Engineering,Other engineering,"Polymer, plastics engineering",2010,57.0
Engineering,Other engineering,Robotics,2010,31.0
Engineering,Other engineering,Structural engineering,2010,66.0
Engineering,Other engineering,Systems engineering,2010,68.0
Engineering,Other engineering,Transportation and highway engineering,2010,165.90491591203104
Engineering,Other engineering,"Engineering, general",2010,36.0
Engineering,Other engineering,"Engineering, other",2010,128.0
Education,Education administration,Educational administration and supervision,2010,320.0
Education,Education administration,"Educational and human resource studies, development",2010,165.90491591203104
Education,Education administration,Educational leadership,2010,1029.0
Education,Education administration,Urban education and leadership,2010,90.0
Education,Education research,"Counseling education, counseling and guidance",2010,211.0
Education,Education research,Curriculum and instruction,2010,617.0
Education,Education research,Educational and instructional media design,2010,121.0
Education,Education research,Educational and instructional technology,2010,165.90491591203104
Education,Education research,"Educational assessment, testing, measurement",2010,65.0
Education,Education research,Educational policy analysis,2010,122.0
Education,Education research,Educational psychology (education),2010,269.0
Education,Education research,"Educational statistics, research methods",2010,68.0
Education,Education research,Higher education evaluation and research,2010,420.0
Education,Education research,International education,2010,65.0
Education,Education research,School psychology (education),2010,132.0
Education,Education research,Social and philosophical foundations of education,2010,92.0
Education,Education research,Special education,2010,261.0
Education,Teacher education,Adult and continuing teacher education,2010,91.0
Education,Teacher education,Elementary teacher education,2010,48.0
Education,Teacher education,"Pre-elementary, early childhood teacher education",2010,58.0
Education,Teacher education,Secondary teacher education,2010,48.0
Education,Teaching fields,Agricultural education,2010,34.0
Education,Teaching fields,Art education,2010,35.0
Education,Teaching fields,Bilingual and multilingual education,2010,165.90491591203104
Education,Teaching fields,Business education,2010,165.90491591203104
Education,Teaching fields,English as a second or foreign language,2010,165.90491591203104
Education,Teaching fields,English education,2010,61.0
Education,Teaching fields,"Family, consumer, and human sciences",2010,23.0
Education,Teaching fields,Foreign languages education,2010,60.0
Education,Teaching fields,Health education,2010,45.0
Education,Teaching fields,Literacy and reading educationm,2010,83.0
Education,Teaching fields,Mathematics education,2010,144.0
Education,Teaching fields,Music education,2010,83.0
Education,Teaching fields,Nursing education,2010,30.0
Education,Teaching fields,Physical education and coaching,2010,34.0
Education,Teaching fields,Science education,2010,96.0
Education,Teaching fields,Social science education,2010,21.0
Education,Teaching fields,"Teacher education and professional development, othern",2010,50.0
Education,Teaching fields,Trade and industrial education,2010,165.90491591203104
Education,Other education,Workforce education and development,2010,165.90491591203104
Education,Other education,"Education, general",2010,152.0
Education,Other education,"Education, other",2010,209.0
Humanities and arts,Foreign languages and literature,Arabic language and literature,2010,14.0
Humanities and arts,Foreign languages and literature,Chinese language and literature,2010,41.0
Humanities and arts,Foreign languages and literature,French language and literature,2010,110.0
Humanities and arts,Foreign languages and literature,Germanic language and literature,2010,64.0
Humanities and arts,Foreign languages and literature,Italian language and literature,2010,35.0
Humanities and arts,Foreign languages and literature,Japanese language and literature,2010,27.0
Humanities and arts,Foreign languages and literature,Latin American languages and literature,2010,165.90491591203104
Humanities and arts,Foreign languages and literature,Russian language and literature,2010,23.0
Humanities and arts,Foreign languages and literature,Slavic (other than Russian),2010,165.90491591203104
Humanities and arts,Foreign languages and literature,Spanish language and literature,2010,231.0
Humanities and arts,Foreign languages and literature,"Foreign languages and literatures, other",2010,56.0
Humanities and arts,History,African history,2010,30.0
Humanities and arts,History,"American history, United States and Canada",2010,391.0
Humanities and arts,History,Asian history,2010,59.0
Humanities and arts,History,European history,2010,193.0
Humanities and arts,History,"History, science and technology and society",2010,46.0
Humanities and arts,History,Latin American history,2010,65.0
Humanities and arts,History,"Middle, Near East history",2010,65.0
Humanities and arts,History,"History, general",2010,78.0
Humanities and arts,History,"History, other",2010,78.0
Humanities and arts,Letters,"American literature, United States and Canada",2010,361.0
Humanities and arts,Letters,Classics,2010,86.0
Humanities and arts,Letters,Comparative literature,2010,197.0
Humanities and arts,Letters,Creative writing,2010,81.0
Humanities and arts,Letters,English language,2010,146.0
Humanities and arts,Letters,"English literature, British and Commonwealth",2010,419.0
Humanities and arts,Letters,Folklore,2010,11.0
Humanities and arts,Letters,Rhetoric and composition,2010,165.90491591203104
Humanities and arts,Letters,Speech and rhetorical studies,2010,152.0
Humanities and arts,Letters,"Letters, general",2010,22.0
Humanities and arts,Letters,"Letters, other",2010,41.0
Humanities and arts,Other humanities and arts,Archaeology (humanities),2010,60.0
Humanities and arts,Other humanities and arts,"Art history, criticism, and conservation",2010,248.0
Humanities and arts,Other humanities and arts,"Bible, biblical studies",2010,97.0
Humanities and arts,Other humanities and arts,Dance,2010,165.90491591203104
Humanities and arts,Other humanities and arts,"Drama, theater arts",2010,104.0
Humanities and arts,Other humanities and arts,Ethics,2010,165.90491591203104
Humanities and arts,Other humanities and arts,"Film, cinema, video studies",2010,165.90491591203104
Humanities and arts,Other humanities and arts,"Jewish, Judaic studies",2010,165.90491591203104
Humanities and arts,Other humanities and arts,Music,2010,66.0
Humanities and arts,Other humanities and arts,Musicology and ethnomusicology,2010,135.0
Humanities and arts,Other humanities and arts,Music performance,2010,106.0
Humanities and arts,Other humanities and arts,Music theory and composition,2010,91.0
Humanities and arts,Other humanities and arts,"Music, other",2010,18.0
Humanities and arts,Other humanities and arts,Philosophy,2010,431.0
Humanities and arts,Other humanities and arts,"Religion, religious studies",2010,282.0
Humanities and arts,Other humanities and arts,"Theology, religious education",2010,160.0
Humanities and arts,Other humanities and arts,"Humanities, general",2010,28.0
Humanities and arts,Other humanities and arts,"Humanities, other",2010,67.0
Other,Business management and administration,Accounting,2010,148.0
Other,Business management and administration,Banking/financial services,2010,5.0
Other,Business management and administration,Business administration and management,2010,157.0
Other,Business management and administration,"Business, managerial economics",2010,29.0
Other,Business management and administration,Finance,2010,210.0
Other,Business management and administration,"Hospitality, food service and tourism management",2010,36.0
Other,Business management and administration,Human resources development,2010,70.0
Other,Business management and administration,"International business, trade, commerce",2010,25.0
Other,Business management and administration,"Management information systems, business statistics",2010,108.0
Other,Business management and administration,Marketing management and research,2010,157.0
Other,Business management and administration,Operations research (business),2010,84.0
Other,Business management and administration,Organizational behavior,2010,175.0
Other,Business management and administration,"Business management and administration, general",2010,102.0
Other,Business management and administration,"Business management and administration, other",2010,60.0
Other,Communication,Communication research,2010,120.0
Other,Communication,Communication theory,2010,34.0
Other,Communication,"Film, radio, TV and digital communication",2010,73.0
Other,Communication,"Mass communication, media studies",2010,214.0
Other,Communication,"Communication, general",2010,119.0
Other,Communication,"Communication, other",2010,78.0
Other,Non-S&E fields nec,Architecture and environmental design,2010,81.0
Other,Non-S&E fields nec,"Family, consumer sciences and human sciences",2010,48.0
Other,Non-S&E fields nec,Law,2010,68.0
Other,Non-S&E fields nec,Library science,2010,40.0
Other,Non-S&E fields nec,"Parks, sports, recreation, leisure and fitness",2010,54.0
Other,Non-S&E fields nec,Public administration,2010,126.0
Other,Non-S&E fields nec,Social work,2010,308.0
Other,Non-S&E fields nec,Other fields nec,2010,0.0
Life sciences,Agricultural sciences and natural resources,Agricultural economics,2011,106.0
Life sciences,Agricultural sciences and natural resources,Agricultural and horticultural plant breeding,2011,23.0
Life sciences,Agricultural sciences and natural resources,Agricultural animal breeding,2011,7.0
Life sciences,Agricultural sciences and natural resources,Agronomy and crop science,2011,54.0
Life sciences,Agricultural sciences and natural resources,Animal nutrition,2011,48.0
Life sciences,Agricultural sciences and natural resources,"Animal science, poultry or avian",2011,25.0
Life sciences,Agricultural sciences and natural resources,"Animal sciences, other",2011,69.0
Life sciences,Agricultural sciences and natural resources,Environmental science,2011,195.0
Life sciences,Agricultural sciences and natural resources,Fishing and fisheries sciences and management,2011,59.0
Life sciences,Agricultural sciences and natural resources,Food science,2011,73.0
Life sciences,Agricultural sciences and natural resources,"Food science and technology, other",2011,39.0
Life sciences,Agricultural sciences and natural resources,Forest sciences and biology,2011,26.0
Life sciences,Agricultural sciences and natural resources,"Forest management, forest resources management",2011,34.0
Life sciences,Agricultural sciences and natural resources,"Forestry, other",2011,35.0
Life sciences,Agricultural sciences and natural resources,Horticulture science,2011,48.0
Life sciences,Agricultural sciences and natural resources,Natural resource and environmental policy,2011,165.90491591203104
Life sciences,Agricultural sciences and natural resources,Natural resources and conservation,2011,100.0
Life sciences,Agricultural sciences and natural resources,Natural resources and environmental economics (agricultural sciences),2011,165.90491591203104
Life sciences,Agricultural sciences and natural resources,"Plant pathology and phytopathology, agricultural",2011,53.0
Life sciences,Agricultural sciences and natural resources,"Plant sciences, other",2011,51.0
Life sciences,Agricultural sciences and natural resources,"Soil chemistry, microbiology",2011,34.0
Life sciences,Agricultural sciences and natural resources,"Soil sciences, other",2011,39.0
Life sciences,Agricultural sciences and natural resources,"Wildlife, range management",2011,50.0
Life sciences,Agricultural sciences and natural resources,"Wood science, pulp and paper technology",2011,15.0
Life sciences,Agricultural sciences and natural resources,"Agricultural sciences and natural resources, generala",2011,9.0
Life sciences,Agricultural sciences and natural resources,"Agricultural sciences and natural resources, otherb",2011,14.0
Life sciences,Biological and biomedical sciences,Anatomy,2011,25.0
Life sciences,Biological and biomedical sciences,Bacteriology,2011,22.0
Life sciences,Biological and biomedical sciences,Biochemistry (biological sciences),2011,867.0
Life sciences,Biological and biomedical sciences,Bioinformatics,2011,140.0
Life sciences,Biological and biomedical sciences,Biomedical sciences,2011,311.0
Life sciences,Biological and biomedical sciences,Biometrics and biostatistics,2011,137.0
Life sciences,Biological and biomedical sciences,Biophysics (biological sciences),2011,192.0
Life sciences,Biological and biomedical sciences,Biotechnology,2011,33.0
Life sciences,Biological and biomedical sciences,Botany and plant biology,2011,110.0
Life sciences,Biological and biomedical sciences,Cancer biology,2011,396.0
Life sciences,Biological and biomedical sciences,"Cell, cellular biology, and histology",2011,379.0
Life sciences,Biological and biomedical sciences,Computational biology,2011,65.0
Life sciences,Biological and biomedical sciences,Developmental biology and embryology,2011,205.0
Life sciences,Biological and biomedical sciences,Ecology,2011,404.0
Life sciences,Biological and biomedical sciences,Endocrinology,2011,32.0
Life sciences,Biological and biomedical sciences,Entomology,2011,113.0
Life sciences,Biological and biomedical sciences,Environmental toxicologyc,2011,30.0
Life sciences,Biological and biomedical sciences,Epidemiology,2011,314.0
Life sciences,Biological and biomedical sciences,Evolutionary biology,2011,213.0
Life sciences,Biological and biomedical sciences,"Genetics, genomics, human and animal",2011,374.0
Life sciences,Biological and biomedical sciences,Immunology,2011,449.0
Life sciences,Biological and biomedical sciences,Microbiology,2011,462.0
Life sciences,Biological and biomedical sciences,Molecular biology,2011,716.0
Life sciences,Biological and biomedical sciences,Molecular medicine,2011,165.90491591203104
Life sciences,Biological and biomedical sciences,"Neurosciences, neurobiologye",2011,958.0
Life sciences,Biological and biomedical sciences,Nutrition sciences,2011,163.0
Life sciences,Biological and biomedical sciences,Parasitology,2011,26.0
Life sciences,Biological and biomedical sciences,"Pathology, human and animal",2011,83.0
Life sciences,Biological and biomedical sciences,"Pharmacology, human and animal",2011,301.0
Life sciences,Biological and biomedical sciences,"Physiology, human and animal",2011,226.0
Life sciences,Biological and biomedical sciences,Plant genetics,2011,45.0
Life sciences,Biological and biomedical sciences,Plant pathology and phytopathology (biological sciences),2011,18.0
Life sciences,Biological and biomedical sciences,Plant physiology,2011,15.0
Life sciences,Biological and biomedical sciences,Structural biology,2011,71.0
Life sciences,Biological and biomedical sciences,Toxicology,2011,96.0
Life sciences,Biological and biomedical sciences,Virology,2011,178.0
Life sciences,Biological and biomedical sciences,Wildlife biology,2011,165.90491591203104
Life sciences,Biological and biomedical sciences,Zoology,2011,65.0
Life sciences,Biological and biomedical sciences,"Biological and biomedical sciences, general",2011,168.0
Life sciences,Biological and biomedical sciences,"Biological and biomedical sciences, other",2011,64.0
Life sciences,Health sciences,Environmental health,2011,56.0
Life sciences,Health sciences,Environmental toxicologyc,2011,165.90491591203104
Life sciences,Health sciences,Gerontology (health sciences),2011,15.0
Life sciences,Health sciences,Health and behavior,2011,165.90491591203104
Life sciences,Health sciences,Health services research,2011,165.90491591203104
Life sciences,Health sciences,Health systems administration,2011,84.0
Life sciences,Health sciences,"Kinesiology, exercise sciencef",2011,198.0
Life sciences,Health sciences,"Medical physics, radiological science",2011,74.0
Life sciences,Health sciences,Nursing science,2011,523.0
Life sciences,Health sciences,"Oral biology, oral pathology",2011,22.0
Life sciences,Health sciences,Pharmaceutical sciencesg,2011,271.0
Life sciences,Health sciences,Public health,2011,266.0
Life sciences,Health sciences,"Rehabilitation, therapeutic services",2011,60.0
Life sciences,Health sciences,Speech-language pathology and audiology,2011,110.0
Life sciences,Health sciences,Veterinary sciences,2011,60.0
Life sciences,Health sciences,"Health sciences, general",2011,41.0
Life sciences,Health sciences,"Health sciences, other",2011,83.0
Life sciences,Chemistry,Analytical chemistry,2011,391.0
Life sciences,Chemistry,Chemical biology,2011,165.90491591203104
Life sciences,Chemistry,Inorganic chemistry,2011,320.0
Life sciences,Chemistry,Medicinal chemistryh,2011,165.90491591203104
Life sciences,Chemistry,Organic chemistry,2011,663.0
Life sciences,Chemistry,Physical chemistry,2011,390.0
Life sciences,Chemistry,Polymer chemistry,2011,123.0
Life sciences,Chemistry,Theoretical chemistry,2011,69.0
Life sciences,Chemistry,"Chemistry, general",2011,289.0
Life sciences,Chemistry,"Chemistry, other",2011,187.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric science and meteorology,2011,178.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric chemistry and climatology,2011,43.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Atmospheric physics and dynamics,2011,40.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Meteorology,2011,29.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Atmospheric science and meteorology, general",2011,47.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Atmospheric science and meteorology, other",2011,19.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geological sciences,2011,451.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geochemistry,2011,70.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geology,2011,124.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Geomorphology, glacial geology",2011,23.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Geophysics and seismology,2011,95.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Mineralogy and petrology,2011,19.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Paleontology,2011,38.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Stratigraphy and sedimentation,2011,16.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Geological and earth sciences, general",2011,26.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Geological and earth sciences, other",2011,40.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Ocean and marine sciences,2011,223.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Hydrology and water resources,2011,48.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Marine biology and biological oceanography,2011,165.90491591203104
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences",Marine sciences,2011,69.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Oceanography, chemical and physical",2011,90.0
Life sciences,"Geosciences, atmospheric sciences, and ocean sciences","Ocean and marine sciences, other",2011,16.0
Life sciences,Physics and astronomy,Astronomy and astrophysics,2011,287.0
Life sciences,Physics and astronomy,Astronomy,2011,88.0
Life sciences,Physics and astronomy,Astrophysics,2011,185.0
Life sciences,Physics and astronomy,"Astronomy and astrophysics, other",2011,14.0
Life sciences,Physics and astronomy,Physics,2011,1700.0
Life sciences,Physics and astronomy,Acoustics,2011,20.0
Life sciences,Physics and astronomy,Applied physics,2011,144.0
Life sciences,Physics and astronomy,"Atomic, molecular, chemical physics",2011,125.0
Life sciences,Physics and astronomy,Biophysics (physics),2011,132.0
Life sciences,Physics and astronomy,"Condensed matter, low-temperature physics",2011,383.0
Life sciences,Physics and astronomy,Elementary particle physics,2011,229.0
Life sciences,Physics and astronomy,Nuclear physics,2011,81.0
Life sciences,Physics and astronomy,"Optics, photonics",2011,165.0
Life sciences,Physics and astronomy,"Plasma, high-temperature physics",2011,83.0
Life sciences,Physics and astronomy,Polymer physics,2011,20.0
Life sciences,Physics and astronomy,"Physics, general",2011,189.0
Life sciences,Physics and astronomy,"Physics, other",2011,129.0
Mathematics and computer sciences,Computer and information sciences,Computer science,2011,1393.0
Mathematics and computer sciences,Computer and information sciences,"Information science, systems",2011,165.0
Mathematics and computer sciences,Computer and information sciences,"Computer and information sciences, general",2011,165.90491591203104
Mathematics and computer sciences,Computer and information sciences,"Computer and information sciences, other",2011,109.0
Mathematics and computer sciences,Mathematics and statistics,Algebra,2011,152.0
Mathematics and computer sciences,Mathematics and statistics,Analysis and functional analysis,2011,145.0
Mathematics and computer sciences,Mathematics and statistics,Applied mathematics,2011,432.0
Mathematics and computer sciences,Mathematics and statistics,Computing theory and practice,2011,20.0
Mathematics and computer sciences,Mathematics and statistics,"Geometry, geometric analysis",2011,120.0
Mathematics and computer sciences,Mathematics and statistics,Logic,2011,17.0
Mathematics and computer sciences,Mathematics and statistics,Number theory,2011,73.0
Mathematics and computer sciences,Mathematics and statistics,Operations research (mathematics),2011,27.0
Mathematics and computer sciences,Mathematics and statistics,Statistics (mathematics),2011,332.0
Mathematics and computer sciences,Mathematics and statistics,Topology and foundations,2011,73.0
Mathematics and computer sciences,Mathematics and statistics,"Mathematics and statistics, general",2011,143.0
Mathematics and computer sciences,Mathematics and statistics,"Mathematics and statistics, other",2011,72.0
Psychology and social sciences,Psychology,Behavioral analysis,2011,165.90491591203104
Psychology and social sciences,Psychology,Clinical psychology,2011,1229.0
Psychology and social sciences,Psychology,Cognitive neuroscience,2011,165.90491591203104
Psychology and social sciences,Psychology,Cognitive psychology and psycholinguistics,2011,204.0
Psychology and social sciences,Psychology,Community psychology,2011,165.90491591203104
Psychology and social sciences,Psychology,Comparative psychology,2011,165.90491591203104
Psychology and social sciences,Psychology,Counseling,2011,427.0
Psychology and social sciences,Psychology,Developmental and child psychology,2011,218.0
Psychology and social sciences,Psychology,Educational psychology (psychology),2011,62.0
Psychology and social sciences,Psychology,Experimental psychology,2011,147.0
Psychology and social sciences,Psychology,Family psychology,2011,33.0
Psychology and social sciences,Psychology,"Health, medical psychology",2011,165.90491591203104
Psychology and social sciences,Psychology,Human development and family studies,2011,145.0
Psychology and social sciences,Psychology,Industrial and organizational psychology,2011,200.0
Psychology and social sciences,Psychology,"Marriage and family therapy, counseling",2011,165.90491591203104
Psychology and social sciences,Psychology,"Neuropsychology, physiological psychologyi",2011,77.0
Psychology and social sciences,Psychology,Personality psychology,2011,23.0
Psychology and social sciences,Psychology,Psychometrics and quantitative psychology,2011,35.0
Psychology and social sciences,Psychology,School psychology (psychology),2011,110.0
Psychology and social sciences,Psychology,Social psychology,2011,228.0
Psychology and social sciences,Psychology,"Psychology, general",2011,228.0
Psychology and social sciences,Psychology,"Psychology, other",2011,210.0
Psychology and social sciences,Psychology,Social sciences,2011,4645.0
Psychology and social sciences,Anthropology,"Anthropology, cultural",2011,165.90491591203104
Psychology and social sciences,Anthropology,"Anthropology, generalj",2011,553.0
Psychology and social sciences,Anthropology,"Anthropology, physical and biological",2011,165.90491591203104
Psychology and social sciences,Economics,Econometrics,2011,28.0
Psychology and social sciences,Economics,Natural resources and environmental economics (social sciences),2011,165.90491591203104
Psychology and social sciences,Economics,Other economics,2011,1093.0
Psychology and social sciences,Other social sciences,"American, U.S. studies",2011,132.0
Psychology and social sciences,Other social sciences,Applied linguistics,2011,165.90491591203104
Psychology and social sciences,Other social sciences,"Area, ethnic, cultural studiesk",2011,110.0
Psychology and social sciences,Other social sciences,Criminal justice and corrections,2011,80.0
Psychology and social sciences,Other social sciences,Criminology,2011,101.0
